fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
175,bus,0.73,tensor(1.),1257,257,1360,358,,0,0,0,0,0,
176,bus,0.71,tensor(1.),1256,257,1359,358,,0,0,0,0,0,
176,car,0.61,tensor(2.),1358,321,1398,357,,0,0,0,0,0,
177,person,0.77,tensor(1.),347,255,410,444,,0,0,0,0,0,
177,bus,0.68,tensor(2.),1256,257,1358,358,,0,0,0,0,0,
177,car,0.61,tensor(3.),1360,321,1399,357,,0,0,0,0,0,
178,person,0.81,tensor(1.),347,254,413,444,,0,0,0,0,0,
178,bus,0.69,tensor(2.),1256,257,1357,358,,0,0,0,0,0,
178,car,0.62,tensor(3.),1360,321,1400,356,,0,0,0,0,0,
179,person,0.77,tensor(1.),350,255,414,444,,0,0,0,0,0,
179,bus,0.65,tensor(2.),1257,257,1356,358,,0,0,0,0,0,
179,car,0.64,tensor(3.),1361,321,1400,357,,0,0,0,0,0,
180,person,0.76,tensor(1.),347,256,419,444,,0,0,0,0,0,
180,car,0.65,tensor(2.),1360,321,1401,356,,0,0,0,0,0,
180,bus,0.64,tensor(3.),1255,258,1356,357,,0,0,0,0,0,
181,person,0.74,tensor(1.),347,259,424,444,,0,0,0,0,0,
181,car,0.67,tensor(2.),1355,321,1401,356,,0,0,0,0,0,
182,person,0.74,tensor(1.),357,260,425,443,,0,0,0,0,0,
182,car,0.65,tensor(2.),1355,320,1401,356,,0,0,0,0,0,
183,person,0.76,tensor(1.),362,263,427,441,,0,0,0,0,0,
183,car,0.64,tensor(2.),1357,321,1402,356,,0,0,0,0,0,
184,person,0.76,tensor(1.),367,263,430,440,,0,0,0,0,0,
184,car,0.63,tensor(2.),1358,322,1400,356,,0,0,0,0,0,
185,person,0.74,tensor(1.),374,259,435,438,,0,0,0,0,0,
185,car,0.64,tensor(2.),1361,321,1401,356,,0,0,0,0,0,
186,person,0.75,tensor(1.),380,256,440,441,,0,0,0,0,0,
186,car,0.63,tensor(2.),1363,321,1401,356,,0,0,0,0,0,
187,person,0.75,tensor(1.),382,259,445,440,,0,0,0,0,0,
187,car,0.62,tensor(2.),1363,322,1400,356,,0,0,0,0,0,
188,person,0.78,tensor(1.),386,256,449,438,,0,0,0,0,0,
188,car,0.63,tensor(2.),1361,322,1400,356,,0,0,0,0,0,
189,person,0.76,tensor(1.),393,257,451,437,,0,0,0,0,0,
189,car,0.63,tensor(2.),1361,321,1401,356,,0,0,0,0,0,
190,person,0.73,tensor(1.),394,266,459,438,,0,0,0,0,0,
190,car,0.64,tensor(2.),1364,322,1400,356,,0,0,0,0,0,
191,person,0.74,tensor(1.),396,272,466,439,,0,0,0,0,0,
191,car,0.63,tensor(2.),1364,322,1400,356,,0,0,0,0,0,
192,person,0.75,tensor(1.),397,270,468,438,,0,0,0,0,0,
192,car,0.62,tensor(2.),1362,322,1398,356,,0,0,0,0,0,
193,person,0.77,tensor(1.),400,277,471,438,,0,0,0,0,0,
193,car,0.62,tensor(2.),1360,322,1398,356,,0,0,0,0,0,
194,person,0.72,tensor(1.),399,266,473,438,,0,0,0,0,0,
194,car,0.62,tensor(2.),1340,321,1382,353,,0,0,0,0,0,
194,car,0.61,tensor(3.),1362,322,1398,356,,0,0,0,0,0,
195,person,0.73,tensor(1.),400,266,475,438,,0,0,0,0,0,
195,car,0.61,tensor(2.),1364,322,1398,356,,0,0,0,0,0,
195,car,0.61,tensor(3.),1340,322,1380,353,,0,0,0,0,0,
196,person,0.74,tensor(1.),404,271,474,436,,0,0,0,0,0,
197,person,0.74,tensor(1.),411,270,477,436,,0,0,0,0,0,
198,person,0.75,tensor(1.),414,269,477,434,,0,0,0,0,0,
199,person,0.75,tensor(1.),420,270,477,431,,0,0,0,0,0,
200,person,0.73,tensor(1.),425,266,480,432,,0,0,0,0,0,
201,person,0.75,tensor(1.),428,261,484,431,,0,0,0,0,0,
202,person,0.73,tensor(1.),431,256,486,429,,0,0,0,0,0,
202,car,0.61,tensor(2.),1363,323,1398,356,,0,0,0,0,0,
203,car,0.6,,1362,323,1397,356,,0,0,0,0,0,
203,car,0.59,,1344,323,1381,352,,0,0,0,0,0,
203,car,0.58,,1428,323,1511,380,,0,0,0,0,0,
203,bus,0.52,,1248,261,1332,354,,0,0,0,0,0,
203,car,0.48,,1384,325,1436,361,,0,0,0,0,0,
203,car,0.35,,1386,324,1446,370,,0,0,0,0,0,
203,truck,0.3,,1249,261,1333,353,,0,0,0,0,0,
203,person,0.29,,434,264,485,427,,0,0,0,0,0,
203,bench,0.27,,0,319,65,385,,0,0,0,0,0,
203,car,0.24,,1502,313,1565,383,,0,0,0,0,0,
203,sports ball,0.14,,1558,319,1626,384,,0,0,0,0,0,
203,car,0.13,,1251,260,1332,353,,0,0,0,0,0,
203,potted plant,0.12,,476,250,586,395,,0,0,0,0,0,
204,person,0.76,tensor(1.),436,262,488,430,,0,0,0,0,0,
204,car,0.62,tensor(2.),1362,323,1398,356,,0,0,0,0,0,
205,person,0.77,tensor(1.),436,263,492,431,,0,0,0,0,0,
205,car,0.61,tensor(2.),1361,323,1397,356,,0,0,0,0,0,
206,person,0.76,tensor(1.),439,269,493,431,,0,0,0,0,0,
206,car,0.65,tensor(2.),1362,322,1398,357,,0,0,0,0,0,
207,person,0.71,tensor(1.),443,276,495,433,,0,0,0,0,0,
207,car,0.65,tensor(2.),1362,322,1398,357,,0,0,0,0,0,
208,car,0.66,tensor(1.),1360,322,1398,357,,0,0,0,0,0,
208,person,0.63,tensor(2.),443,275,498,433,,0,0,0,0,0,
209,person,0.66,tensor(1.),446,275,501,432,,0,0,0,0,0,
209,car,0.65,tensor(2.),1360,322,1398,357,,0,0,0,0,0,
210,person,0.71,tensor(1.),450,276,502,430,,0,0,0,0,0,
210,bus,0.67,tensor(2.),1245,262,1330,351,,0,0,0,0,0,
210,car,0.66,tensor(3.),1361,322,1398,357,,0,0,0,0,0,
211,car,0.63,tensor(1.),1361,322,1398,357,,0,0,0,0,0,
212,car,0.63,tensor(1.),1363,322,1398,357,,0,0,0,0,0,
212,person,0.63,tensor(2.),456,257,512,429,,0,0,0,0,0,
213,person,0.7,tensor(1.),458,262,515,426,,0,0,0,0,0,
213,car,0.64,tensor(2.),1364,322,1398,357,,0,0,0,0,0,
213,bus,0.61,tensor(3.),1245,262,1327,349,,0,0,0,0,0,
214,person,0.74,tensor(1.),460,264,517,426,,0,0,0,0,0,
214,car,0.64,tensor(2.),1364,322,1398,357,,0,0,0,0,0,
215,person,0.7,tensor(1.),463,263,521,427,,0,0,0,0,0,
215,car,0.63,tensor(2.),1363,322,1398,357,,0,0,0,0,0,
216,car,0.61,tensor(1.),1366,322,1397,357,,0,0,0,0,0,
216,person,0.61,tensor(2.),469,263,523,428,,0,0,0,0,0,
217,car,0.61,tensor(1.),1365,322,1397,357,,0,0,0,0,0,
218,person,0.66,tensor(1.),473,270,528,422,,0,0,0,0,0,
218,car,0.62,tensor(2.),1366,322,1397,357,,0,0,0,0,0,
219,car,0.62,tensor(1.),1365,322,1397,357,,0,0,0,0,0,
220,car,0.63,tensor(1.),1365,322,1397,357,,0,0,0,0,0,
220,car,0.62,tensor(2.),1344,321,1383,352,,0,0,0,0,0,
220,person,0.62,tensor(3.),478,275,536,423,,0,0,0,0,0,
221,person,0.72,tensor(1.),475,275,541,424,,0,0,0,0,0,
221,car,0.62,tensor(2.),1365,322,1398,357,,0,0,0,0,0,
221,car,0.62,tensor(3.),1344,321,1382,352,,0,0,0,0,0,
222,person,0.69,tensor(1.),477,273,542,423,,0,0,0,0,0,
222,car,0.63,tensor(2.),1368,322,1398,357,,0,0,0,0,0,
222,car,0.61,tensor(3.),1429,323,1509,381,,0,0,0,0,0,
223,person,0.68,tensor(1.),482,267,541,421,,0,0,0,0,0,
223,car,0.62,tensor(2.),1367,322,1398,357,,0,0,0,0,0,
223,car,0.62,tensor(3.),1429,323,1509,381,,0,0,0,0,0,
224,person,0.63,tensor(1.),482,265,544,421,,0,0,0,0,0,
224,car,0.62,tensor(2.),1429,323,1509,381,,0,0,0,0,0,
224,car,0.61,tensor(3.),1368,322,1398,357,,0,0,0,0,0,
225,person,0.67,tensor(1.),488,270,544,423,,0,0,0,0,0,
225,car,0.62,tensor(2.),1429,323,1509,380,,0,0,0,0,0,
225,car,0.61,tensor(3.),1367,322,1398,357,,0,0,0,0,0,
226,person,0.66,tensor(1.),496,270,544,420,,0,0,0,0,0,
226,car,0.62,tensor(2.),1429,323,1510,381,,0,0,0,0,0,
227,person,0.64,tensor(1.),499,269,546,421,,0,0,0,0,0,
227,car,0.61,tensor(2.),1429,323,1509,380,,0,0,0,0,0,
228,person,0.72,tensor(1.),501,270,548,421,,0,0,0,0,0,
228,car,0.61,tensor(2.),1428,323,1509,380,,0,0,0,0,0,
229,person,0.73,tensor(1.),503,270,550,420,,0,0,0,0,0,
230,person,0.61,tensor(1.),504,274,553,421,,0,0,0,0,0,
231,car,0.6,,1363,323,1397,357,,0,0,0,0,0,
231,car,0.58,,1429,323,1507,378,,0,0,0,0,0,
231,car,0.56,,1300,319,1346,350,,0,0,0,0,0,
231,car,0.56,,1345,322,1385,353,,0,0,0,0,0,
231,person,0.55,,505,276,556,421,,0,0,0,0,0,
231,car,0.5,,1384,324,1436,361,,0,0,0,0,0,
231,car,0.35,,1386,324,1445,369,,0,0,0,0,0,
231,bench,0.28,,0,320,65,385,,0,0,0,0,0,
231,car,0.25,,1507,313,1564,379,,0,0,0,0,0,
231,car,0.21,,1245,276,1311,349,,0,0,0,0,0,
231,sports ball,0.19,,1558,319,1625,384,,0,0,0,0,0,
231,bus,0.17,,1245,269,1311,348,,0,0,0,0,0,
231,truck,0.17,,1243,271,1313,348,,0,0,0,0,0,
231,car,0.12,,981,300,1050,340,,0,0,0,0,0,
232,person,0.7,tensor(1.),506,272,558,420,,0,0,0,0,0,
233,person,0.7,tensor(1.),505,282,558,419,,0,0,0,0,0,
234,person,0.72,tensor(1.),507,277,562,419,,0,0,0,0,0,
234,car,0.63,tensor(2.),1429,323,1509,380,,0,0,0,0,0,
235,person,0.74,tensor(1.),510,274,564,421,,0,0,0,0,0,
235,car,0.62,tensor(2.),1429,323,1507,380,,0,0,0,0,0,
235,car,0.62,tensor(3.),1365,322,1398,357,,0,0,0,0,0,
236,person,0.76,tensor(1.),511,272,564,420,,0,0,0,0,0,
236,car,0.64,tensor(2.),1429,323,1508,380,,0,0,0,0,0,
236,car,0.61,tensor(3.),1364,322,1398,357,,0,0,0,0,0,
237,person,0.69,tensor(1.),513,272,568,421,,0,0,0,0,0,
237,car,0.65,tensor(2.),1429,322,1507,379,,0,0,0,0,0,
238,person,0.67,tensor(1.),519,271,572,419,,0,0,0,0,0,
238,car,0.66,tensor(2.),1429,322,1508,380,,0,0,0,0,0,
238,car,0.62,tensor(3.),1299,319,1345,351,,0,0,0,0,0,
239,person,0.69,tensor(1.),519,270,573,416,,0,0,0,0,0,
239,car,0.67,tensor(2.),1429,322,1507,380,,0,0,0,0,0,
239,car,0.63,tensor(3.),1299,320,1345,351,,0,0,0,0,0,
240,person,0.75,tensor(1.),525,269,577,417,,0,0,0,0,0,
240,car,0.69,tensor(2.),1429,322,1507,381,,0,0,0,0,0,
240,car,0.65,tensor(3.),1298,320,1346,351,,0,0,0,0,0,
240,car,0.63,tensor(4.),1365,322,1399,357,,0,0,0,0,0,
241,person,0.77,tensor(1.),526,266,579,414,,0,0,0,0,0,
241,car,0.7,tensor(2.),1430,322,1507,381,,0,0,0,0,0,
241,car,0.65,tensor(3.),1298,320,1346,350,,0,0,0,0,0,
241,car,0.63,tensor(4.),1365,322,1399,357,,0,0,0,0,0,
242,person,0.78,tensor(1.),530,270,582,415,,0,0,0,0,0,
242,car,0.69,tensor(2.),1430,322,1508,382,,0,0,0,0,0,
242,car,0.65,tensor(3.),1298,319,1346,350,,0,0,0,0,0,
242,car,0.64,tensor(4.),1366,322,1399,357,,0,0,0,0,0,
243,person,0.78,tensor(1.),531,267,582,415,,0,0,0,0,0,
243,car,0.68,tensor(2.),1430,322,1507,381,,0,0,0,0,0,
243,car,0.65,tensor(3.),1298,319,1345,350,,0,0,0,0,0,
243,car,0.64,tensor(4.),1366,322,1399,357,,0,0,0,0,0,
244,person,0.79,tensor(1.),532,268,585,415,,0,0,0,0,0,
244,car,0.68,tensor(2.),1431,322,1506,379,,0,0,0,0,0,
244,car,0.65,tensor(3.),1298,320,1345,350,,0,0,0,0,0,
244,car,0.63,tensor(4.),1366,322,1399,357,,0,0,0,0,0,
245,person,0.77,tensor(1.),533,273,590,414,,0,0,0,0,0,
245,car,0.68,tensor(2.),1431,322,1505,378,,0,0,0,0,0,
245,car,0.63,tensor(3.),1298,320,1346,350,,0,0,0,0,0,
245,car,0.62,tensor(4.),1366,322,1399,357,,0,0,0,0,0,
246,person,0.72,tensor(1.),534,275,592,412,,0,0,0,0,0,
246,car,0.66,tensor(2.),1431,322,1504,378,,0,0,0,0,0,
246,car,0.63,tensor(3.),1365,322,1399,357,,0,0,0,0,0,
246,car,0.62,tensor(4.),1298,319,1346,350,,0,0,0,0,0,
247,person,0.7,tensor(1.),536,272,591,413,,0,0,0,0,0,
247,car,0.64,tensor(2.),1431,322,1504,379,,0,0,0,0,0,
247,car,0.62,tensor(3.),1365,322,1398,357,,0,0,0,0,0,
247,car,0.61,tensor(4.),1299,319,1346,350,,0,0,0,0,0,
248,person,0.74,tensor(1.),538,276,594,413,,0,0,0,0,0,
248,car,0.63,tensor(2.),1366,322,1399,357,,0,0,0,0,0,
248,car,0.62,tensor(3.),1299,319,1345,350,,0,0,0,0,0,
248,car,0.62,tensor(4.),1431,322,1503,379,,0,0,0,0,0,
249,person,0.74,tensor(1.),542,274,594,411,,0,0,0,0,0,
249,car,0.63,tensor(2.),1431,322,1504,379,,0,0,0,0,0,
249,car,0.63,tensor(3.),1365,322,1399,357,,0,0,0,0,0,
249,car,0.62,tensor(4.),1299,319,1345,350,,0,0,0,0,0,
250,person,0.74,tensor(1.),544,274,595,410,,0,0,0,0,0,
250,car,0.63,tensor(2.),1431,322,1505,378,,0,0,0,0,0,
250,car,0.62,tensor(3.),1365,322,1398,357,,0,0,0,0,0,
250,car,0.62,tensor(4.),1298,319,1345,350,,0,0,0,0,0,
251,person,0.75,tensor(1.),549,274,597,409,,0,0,0,0,0,
251,car,0.64,tensor(2.),1432,322,1505,379,,0,0,0,0,0,
251,car,0.63,tensor(3.),1366,322,1399,357,,0,0,0,0,0,
251,car,0.62,tensor(4.),1299,319,1345,349,,0,0,0,0,0,
252,person,0.74,tensor(1.),551,275,600,414,,0,0,0,0,0,
252,car,0.67,tensor(2.),1432,322,1506,378,,0,0,0,0,0,
252,car,0.62,tensor(3.),1365,322,1399,357,,0,0,0,0,0,
253,person,0.75,tensor(1.),553,270,602,415,,0,0,0,0,0,
253,car,0.7,tensor(2.),1431,322,1506,379,,0,0,0,0,0,
253,car,0.62,tensor(3.),1366,322,1399,357,,0,0,0,0,0,
254,person,0.79,tensor(1.),557,273,605,410,,0,0,0,0,0,
254,car,0.71,tensor(2.),1432,322,1509,380,,0,0,0,0,0,
254,car,0.62,tensor(3.),1364,322,1398,356,,0,0,0,0,0,
255,car,0.72,tensor(1.),1431,322,1510,380,,0,0,0,0,0,
255,person,0.68,tensor(2.),556,274,605,413,,0,0,0,0,0,
255,car,0.62,tensor(3.),1365,322,1399,356,,0,0,0,0,0,
256,car,0.74,tensor(1.),1431,322,1510,380,,0,0,0,0,0,
256,car,0.62,tensor(2.),1365,322,1399,356,,0,0,0,0,0,
257,car,0.74,tensor(1.),1431,322,1509,380,,0,0,0,0,0,
257,car,0.62,tensor(2.),1365,322,1399,356,,0,0,0,0,0,
258,car,0.73,tensor(1.),1431,323,1510,380,,0,0,0,0,0,
258,car,0.61,tensor(2.),1367,322,1399,356,,0,0,0,0,0,
259,car,0.72,tensor(1.),1431,323,1511,380,,0,0,0,0,0,
259,car,0.61,tensor(2.),1366,322,1399,356,,0,0,0,0,0,
260,car,0.73,tensor(1.),1431,323,1511,379,,0,0,0,0,0,
260,fire hydrant,0.63,tensor(2.),566,284,613,411,,0,0,0,0,0,
260,car,0.63,tensor(3.),1365,322,1398,356,,0,0,0,0,0,
261,car,0.73,tensor(1.),1431,323,1510,379,,0,0,0,0,0,
261,car,0.63,tensor(2.),1365,322,1398,356,,0,0,0,0,0,
261,car,0.61,tensor(3.),1343,321,1384,352,,0,0,0,0,0,
262,car,0.74,tensor(1.),1431,323,1510,379,,0,0,0,0,0,
262,car,0.63,tensor(2.),1365,322,1398,357,,0,0,0,0,0,
262,car,0.61,tensor(3.),1300,318,1346,348,,0,0,0,0,0,
263,car,0.71,tensor(1.),1431,323,1509,379,,0,0,0,0,0,
263,person,0.68,tensor(2.),570,278,620,410,,0,0,0,0,0,
263,car,0.63,tensor(3.),1365,322,1398,356,,0,0,0,0,0,
264,person,0.71,tensor(1.),574,276,620,411,,0,0,0,0,0,
264,car,0.67,tensor(2.),1430,323,1507,379,,0,0,0,0,0,
265,person,0.72,tensor(1.),576,276,622,414,,0,0,0,0,0,
265,car,0.66,tensor(2.),1430,323,1505,379,,0,0,0,0,0,
266,car,0.64,tensor(1.),1430,323,1505,378,,0,0,0,0,0,
267,car,0.59,,1429,323,1503,378,,0,0,0,0,0,
267,car,0.57,,1367,322,1399,357,,0,0,0,0,0,
267,car,0.56,,1343,321,1382,352,,0,0,0,0,0,
267,car,0.55,,1299,319,1344,348,,0,0,0,0,0,
267,car,0.52,,1384,324,1435,361,,0,0,0,0,0,
267,car,0.37,,1387,324,1444,369,,0,0,0,0,0,
267,car,0.31,,1394,324,1451,374,"—
",0.14,0,36,33,50,"—
"
267,car,0.27,,1504,313,1566,383,,0,0,0,0,0,
267,person,0.26,,582,281,624,406,,0,0,0,0,0,
267,bench,0.23,,0,317,65,385,,0,0,0,0,0,
267,car,0.2,,1243,291,1301,345,,0,0,0,0,0,
267,truck,0.17,,1239,280,1302,345,,0,0,0,0,0,
267,fire hydrant,0.16,,581,279,623,405,,0,0,0,0,0,
267,sports ball,0.13,,1558,319,1626,384,,0,0,0,0,0,
267,fire hydrant,0.12,,582,280,624,365,,0,0,0,0,0,
267,car,0.12,,1351,318,1384,353,,0,0,0,0,0,
268,person,0.69,tensor(1.),584,274,625,408,,0,0,0,0,0,
269,person,0.74,tensor(1.),585,274,628,410,,0,0,0,0,0,
270,person,0.64,tensor(1.),586,279,631,407,,0,0,0,0,0,
271,car,0.58,,1430,323,1503,378,,0,0,0,0,0,
271,car,0.57,,1367,322,1399,357,,0,0,0,0,0,
271,car,0.55,,1343,321,1382,352,,0,0,0,0,0,
271,car,0.54,,1299,320,1345,348,,0,0,0,0,0,
271,car,0.53,,1384,324,1434,361,,0,0,0,0,0,
271,car,0.36,,1387,323,1443,370,,0,0,0,0,0,
271,car,0.28,,1503,313,1566,383,,0,0,0,0,0,
271,fire hydrant,0.26,,590,282,630,403,,0,0,0,0,0,
271,car,0.24,,1245,302,1301,346,,0,0,0,0,0,
271,bench,0.21,,0,318,65,385,,0,0,0,0,0,
271,truck,0.19,,1237,279,1301,346,,0,0,0,0,0,
271,person,0.13,,590,279,631,399,,0,0,0,0,0,
271,car,0.12,,1351,318,1384,353,,0,0,0,0,0,
271,car,0.11,,1504,312,1623,383,,0,0,0,0,0,
272,car,0.58,,1367,322,1400,357,,0,0,0,0,0,
272,car,0.58,,1429,324,1499,378,,0,0,0,0,0,
272,car,0.57,,1343,321,1381,352,,0,0,0,0,0,
272,car,0.56,,1299,319,1345,348,,0,0,0,0,0,
272,car,0.54,,1384,324,1434,361,,0,0,0,0,0,
272,car,0.37,,1387,323,1443,369,,0,0,0,0,0,
272,person,0.34,,590,278,633,401,,0,0,0,0,0,
272,car,0.29,,1503,313,1566,383,,0,0,0,0,0,
272,car,0.29,,1394,324,1450,374,"il
",0.12,0,37,33,50,"il
"
272,car,0.25,,1245,301,1301,345,,0,0,0,0,0,
272,bench,0.23,,0,318,65,385,,0,0,0,0,0,
272,truck,0.19,,1239,279,1301,345,,0,0,0,0,0,
272,fire hydrant,0.19,,591,282,632,402,,0,0,0,0,0,
272,car,0.14,,1244,279,1302,346,,0,0,0,0,0,
272,car,0.14,,1447,322,1511,382,,0,0,0,0,0,
272,car,0.13,,1350,318,1384,353,,0,0,0,0,0,
273,car,0.59,,1367,322,1400,357,,0,0,0,0,0,
273,car,0.58,,1343,321,1383,352,,0,0,0,0,0,
273,car,0.58,,1299,319,1344,348,,0,0,0,0,0,
273,car,0.57,,1429,324,1499,378,,0,0,0,0,0,
273,car,0.53,,1384,324,1435,361,,0,0,0,0,0,
273,car,0.38,,1387,323,1443,369,,0,0,0,0,0,
273,person,0.34,,592,282,635,401,,0,0,0,0,0,
273,car,0.31,,1394,324,1454,374,"a
",0.11,0,35,33,47,"a
"
273,fire hydrant,0.29,,591,282,636,402,,0,0,0,0,0,
273,car,0.27,,1503,313,1566,383,,0,0,0,0,0,
273,car,0.25,,1244,280,1301,346,,0,0,0,0,0,
273,bench,0.24,,0,318,65,386,,0,0,0,0,0,
273,truck,0.24,,1241,280,1302,346,,0,0,0,0,0,
273,car,0.13,,1440,322,1511,382,,0,0,0,0,0,
273,car,0.11,,1504,312,1624,383,,0,0,0,0,0,
274,car,0.59,,1367,322,1400,357,,0,0,0,0,0,
274,car,0.58,,1299,319,1344,348,,0,0,0,0,0,
274,car,0.58,,1343,321,1382,352,,0,0,0,0,0,
274,car,0.57,,1429,323,1502,379,,0,0,0,0,0,
274,car,0.54,,1384,324,1435,361,,0,0,0,0,0,
274,person,0.42,,594,281,637,401,,0,0,0,0,0,
274,car,0.39,,1387,323,1444,369,,0,0,0,0,0,
274,car,0.32,,1395,324,1456,374,,0,0,0,0,0,
274,car,0.28,,1243,280,1302,346,,0,0,0,0,0,
274,car,0.25,,1503,313,1566,383,,0,0,0,0,0,
274,truck,0.24,,1241,280,1302,346,,0,0,0,0,0,
274,bench,0.21,,0,316,65,386,,0,0,0,0,0,
274,person,0.13,,0,312,58,510,,0,0,0,0,0,
275,car,0.6,,1366,322,1399,357,,0,0,0,0,0,
275,car,0.59,,1299,319,1344,348,,0,0,0,0,0,
275,car,0.58,,1429,322,1502,379,,0,0,0,0,0,
275,car,0.58,,1343,320,1382,352,,0,0,0,0,0,
275,car,0.54,,1384,324,1435,360,,0,0,0,0,0,
275,person,0.42,,595,281,639,401,,0,0,0,0,0,
275,car,0.4,,1387,323,1443,369,,0,0,0,0,0,
275,car,0.32,,1243,280,1302,346,,0,0,0,0,0,
275,car,0.31,,1394,324,1451,374,,0,0,0,0,0,
275,fire hydrant,0.3,,596,282,641,402,,0,0,0,0,0,
275,car,0.25,,1503,313,1566,383,,0,0,0,0,0,
275,truck,0.21,,1238,280,1302,345,,0,0,0,0,0,
275,person,0.15,,0,412,46,509,,0,0,0,0,0,
275,person,0.15,,0,286,54,508,,0,0,0,0,0,
275,skateboard,0.13,,0,425,44,509,,0,0,0,0,0,
275,car,0.11,,1453,321,1512,383,,0,0,0,0,0,
275,car,0.11,,1503,312,1624,383,,0,0,0,0,0,
275,bench,0.11,,0,316,65,385,,0,0,0,0,0,
276,car,0.6,,1365,322,1399,357,,0,0,0,0,0,
276,car,0.6,,1299,319,1344,348,,0,0,0,0,0,
276,car,0.59,,1343,321,1383,352,,0,0,0,0,0,
276,person,0.57,,597,280,641,402,,0,0,0,0,0,
276,car,0.56,,1429,323,1504,379,,0,0,0,0,0,
276,car,0.55,,1384,324,1435,360,,0,0,0,0,0,
276,car,0.4,,1386,324,1443,369,,0,0,0,0,0,
276,car,0.34,,1243,280,1302,346,,0,0,0,0,0,
276,person,0.26,,0,282,51,508,,0,0,0,0,0,
276,car,0.25,,1504,313,1566,384,,0,0,0,0,0,
276,truck,0.21,,1240,280,1303,346,,0,0,0,0,0,
276,car,0.13,,1455,321,1511,383,,0,0,0,0,0,
276,sports ball,0.12,,1558,319,1625,384,,0,0,0,0,0,
277,person,0.7,tensor(1.),600,275,644,404,,0,0,0,0,0,
278,person,0.68,tensor(1.),0,302,52,509,,0,0,0,0,0,
279,person,0.78,tensor(1.),0,295,53,508,,0,0,0,0,0,
280,person,0.72,tensor(1.),604,275,654,399,,0,0,0,0,0,
281,person,0.77,tensor(1.),0,284,56,508,,0,0,0,0,0,
281,person,0.69,tensor(2.),606,279,652,401,,0,0,0,0,0,
282,person,0.82,tensor(1.),0,266,58,508,,0,0,0,0,0,
282,person,0.74,tensor(2.),608,271,655,403,,0,0,0,0,0,
283,person,0.84,tensor(1.),0,240,60,508,,0,0,0,0,0,
283,person,0.74,tensor(2.),611,266,660,402,,0,0,0,0,0,
284,person,0.83,tensor(1.),0,238,62,508,,0,0,0,0,0,
284,person,0.71,tensor(2.),612,269,658,401,,0,0,0,0,0,
285,person,0.8,tensor(1.),0,235,65,507,,0,0,0,0,0,
285,person,0.69,tensor(2.),614,269,662,396,,0,0,0,0,0,
286,person,0.83,tensor(1.),0,237,70,507,,0,0,0,0,0,
286,person,0.66,tensor(2.),617,272,663,398,,0,0,0,0,0,
287,person,0.82,tensor(1.),0,238,75,507,,0,0,0,0,0,
287,person,0.69,tensor(2.),617,272,664,398,,0,0,0,0,0,
288,person,0.83,tensor(1.),0,239,80,505,,0,0,0,0,0,
288,person,0.71,tensor(2.),617,271,664,398,,0,0,0,0,0,
289,person,0.82,tensor(1.),0,242,91,505,,0,0,0,0,0,
289,person,0.72,tensor(2.),619,274,664,399,,0,0,0,0,0,
290,person,0.83,tensor(1.),4,240,98,503,,0,0,0,0,0,
290,person,0.68,tensor(2.),619,276,665,399,,0,0,0,0,0,
291,person,0.78,tensor(1.),5,243,101,502,,0,0,0,0,0,
291,person,0.76,tensor(2.),621,276,667,401,,0,0,0,0,0,
292,person,0.85,tensor(1.),7,242,106,503,,0,0,0,0,0,
292,person,0.69,tensor(2.),622,279,667,402,,0,0,0,0,0,
292,car,0.61,tensor(3.),1300,319,1344,349,,0,0,0,0,0,
293,person,0.84,tensor(1.),6,241,108,502,,0,0,0,0,0,
293,person,0.68,tensor(2.),624,276,668,400,,0,0,0,0,0,
293,car,0.61,tensor(3.),1300,319,1344,348,,0,0,0,0,0,
294,person,0.82,tensor(1.),4,240,113,501,,0,0,0,0,0,
294,person,0.7,tensor(2.),624,277,670,397,,0,0,0,0,0,
294,car,0.61,tensor(3.),1300,319,1344,348,,0,0,0,0,0,
295,person,0.82,tensor(1.),10,238,113,499,,0,0,0,0,0,
295,person,0.72,tensor(2.),623,278,673,398,,0,0,0,0,0,
295,car,0.62,tensor(3.),1300,319,1344,348,,0,0,0,0,0,
296,person,0.85,tensor(1.),0,241,118,498,,0,0,0,0,0,
296,person,0.65,tensor(2.),623,279,675,398,,0,0,0,0,0,
296,car,0.62,tensor(3.),1300,319,1344,348,,0,0,0,0,0,
297,person,0.8,tensor(1.),0,240,124,494,,0,0,0,0,0,
297,person,0.71,tensor(2.),624,274,677,400,,0,0,0,0,0,
297,car,0.62,tensor(3.),1300,319,1344,348,,0,0,0,0,0,
298,person,0.8,tensor(1.),3,240,126,494,,0,0,0,0,0,
298,person,0.63,tensor(2.),623,271,679,398,,0,0,0,0,0,
298,car,0.61,tensor(3.),1300,319,1343,348,,0,0,0,0,0,
299,person,0.73,tensor(1.),10,238,130,492,,0,0,0,0,0,
299,person,0.67,tensor(2.),625,272,679,397,,0,0,0,0,0,
300,person,0.66,tensor(1.),16,244,129,491,,0,0,0,0,0,
301,person,0.64,tensor(1.),20,245,132,490,,0,0,0,0,0,
302,person,0.62,tensor(1.),62,244,162,494,,0,0,0,0,0,
303,person,0.68,tensor(1.),45,243,174,493,,0,0,0,0,0,
